name,length,count_sentences,count_tokens,NNP,VBZ,NN,IN,JJ,NNS,TO,VB,VBN,DT,CC,.,PRP,MD,CD,",",VBD,POS,VBP,VBG,JJR,NNPS,``,'',:,RB,WRB,WDT,PRP$,RP,RBR,EX,(,),WP,PDT,JJS,UH,RBS,WP$,$,FW,SYM,#,length_to_sentences,length_to_tokens
070.txt,3157,23,597,51,10.0,93,64,36,42,10,19.0,17,52,15.0,23,18.0,11.0,4.0,12,24.0,4.0,15.0,10.0,1.0,2.0,12.0,13.0,7.0,20,1.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.2608695652174,5.288107202680067
071.txt,1723,12,308,25,2.0,55,31,21,13,8,10.0,12,34,7.0,11,1.0,3.0,8.0,5,19.0,3.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,9,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.58333333333334,5.5941558441558445
072.txt,3155,25,612,59,13.0,74,69,29,32,22,32.0,14,55,11.0,25,26.0,13.0,7.0,19,24.0,5.0,8.0,9.0,2.0,3.0,15.0,14.0,4.0,15,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,126.2,5.155228758169935
073.txt,2239,17,440,44,7.0,41,40,26,23,15,21.0,11,49,14.0,17,17.0,8.0,2.0,15,22.0,3.0,8.0,5.0,1.0,4.0,9.0,7.0,3.0,16,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.7058823529412,5.088636363636364
074.txt,1268,11,220,35,2.0,39,31,12,7,5,5.0,17,18,4.0,11,2.0,0.0,2.0,8,14.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.27272727272727,5.763636363636364
075.txt,2554,16,515,57,18.0,56,47,26,13,16,24.0,7,33,14.0,16,32.0,9.0,3.0,19,33.0,3.0,6.0,7.0,0.0,2.0,14.0,14.0,5.0,21,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,159.625,4.959223300970874
076.txt,2491,16,462,47,8.0,58,39,34,32,7,5.0,18,54,12.0,16,6.0,1.0,8.0,22,27.0,5.0,2.0,14.0,3.0,0.0,7.0,7.0,4.0,14,0.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.6875,5.391774891774892
077.txt,1456,10,281,42,6.0,31,34,17,10,9,13.0,8,31,7.0,10,3.0,6.0,7.0,15,7.0,5.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,9,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.6,5.181494661921708
078.txt,3979,28,725,34,13.0,86,89,43,63,22,34.0,26,64,20.0,28,20.0,15.0,5.0,29,21.0,4.0,19.0,12.0,0.0,0.0,11.0,9.0,0.0,25,1.0,2.0,8.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,142.10714285714286,5.488275862068965
079.txt,2913,22,518,35,7.0,58,51,35,55,17,26.0,24,42,10.0,22,9.0,9.0,5.0,9,21.0,2.0,17.0,12.0,1.0,0.0,2.0,2.0,3.0,20,7.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.4090909090909,5.623552123552123
080.txt,3104,27,575,35,9.0,74,58,24,54,14,22.0,22,50,16.0,27,4.0,10.0,24.0,12,19.0,4.0,8.0,17.0,8.0,0.0,17.0,16.0,5.0,13,1.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.96296296296296,5.398260869565218
081.txt,2002,18,393,34,10.0,45,30,18,23,17,27.0,14,37,9.0,18,14.0,10.0,0.0,9,16.0,3.0,5.0,6.0,0.0,5.0,9.0,8.0,1.0,12,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.22222222222223,5.094147582697201
082.txt,3104,26,598,77,9.0,77,54,26,20,22,27.0,19,67,9.0,27,12.0,8.0,6.0,22,38.0,4.0,5.0,13.0,3.0,4.0,12.0,13.0,2.0,11,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,119.38461538461539,5.190635451505017
083.txt,1569,15,341,36,5.0,37,27,16,5,9,17.0,9,26,6.0,15,23.0,8.0,5.0,18,19.0,2.0,4.0,2.0,0.0,0.0,7.0,7.0,4.0,22,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,104.6,4.60117302052786
084.txt,1556,13,294,19,4.0,40,25,20,39,9,16.0,4,24,10.0,13,3.0,10.0,7.0,10,5.0,3.0,3.0,7.0,2.0,1.0,5.0,5.0,1.0,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.6923076923077,5.292517006802721
085.txt,3121,22,575,72,12.0,65,57,48,27,9,16.0,14,52,15.0,22,11.0,7.0,10.0,23,24.0,4.0,5.0,5.0,1.0,6.0,12.0,11.0,6.0,12,2.0,8.0,3.0,7.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,141.86363636363637,5.427826086956522
086.txt,2382,22,460,36,6.0,61,48,27,32,12,17.0,9,41,11.0,22,23.0,8.0,0.0,10,17.0,7.0,19.0,8.0,1.0,0.0,9.0,5.0,5.0,11,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.27272727272727,5.178260869565217
087.txt,3721,27,686,64,8.0,84,66,36,59,17,34.0,17,55,18.0,27,19.0,17.0,6.0,16,38.0,1.0,7.0,18.0,1.0,2.0,11.0,11.0,7.0,28,1.0,4.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,137.8148148148148,5.424198250728863
088.txt,3302,29,637,35,15.0,66,60,31,55,18,27.0,18,60,18.0,29,34.0,12.0,4.0,9,25.0,5.0,23.0,15.0,1.0,3.0,13.0,13.0,4.0,27,3.0,3.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.86206896551724,5.183673469387755
089.txt,3579,26,669,68,12.0,90,69,34,20,19,32.0,26,61,11.0,26,32.0,7.0,4.0,11,34.0,3.0,9.0,17.0,0.0,1.0,16.0,12.0,5.0,27,2.0,3.0,13.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.65384615384616,5.349775784753363
090.txt,1731,14,290,35,7.0,43,38,17,26,5,10.0,6,25,7.0,14,2.0,6.0,2.0,5,4.0,3.0,7.0,12.0,2.0,0.0,1.0,1.0,0.0,5,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.64285714285714,5.968965517241379
091.txt,1108,8,199,9,4.0,39,21,8,22,5,14.0,3,22,6.0,8,0.0,6.0,2.0,5,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.5,5.567839195979899
092.txt,2450,19,447,28,6.0,52,46,29,46,12,18.0,22,33,16.0,19,10.0,8.0,8.0,6,15.0,2.0,12.0,11.0,4.0,0.0,2.0,2.0,2.0,21,4.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.94736842105263,5.480984340044743
093.txt,1584,11,304,37,8.0,38,41,21,17,1,5.0,5,32,4.0,11,5.0,5.0,0.0,12,10.0,2.0,4.0,6.0,1.0,0.0,10.0,10.0,2.0,6,0.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,5.2105263157894735
094.txt,3010,21,579,39,13.0,70,60,37,42,15,23.0,11,52,21.0,21,23.0,6.0,3.0,12,25.0,4.0,15.0,12.0,2.0,0.0,13.0,10.0,6.0,30,3.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.33333333333334,5.198618307426598
095.txt,2622,17,507,58,9.0,61,53,25,32,12,14.0,5,50,21.0,17,16.0,4.0,6.0,12,25.0,7.0,10.0,14.0,0.0,0.0,10.0,7.0,2.0,25,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.23529411764707,5.171597633136095
096.txt,2137,18,422,46,3.0,45,53,23,15,10,24.0,9,45,13.0,18,10.0,15.0,10.0,9,16.0,2.0,2.0,6.0,3.0,4.0,6.0,6.0,3.0,17,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.72222222222223,5.063981042654029
097.txt,2967,20,574,53,7.0,62,58,22,34,20,31.0,13,52,15.0,20,30.0,13.0,3.0,22,22.0,4.0,15.0,16.0,2.0,1.0,11.0,10.0,4.0,17,4.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,148.35,5.168989547038327
098.txt,2132,15,398,34,4.0,56,46,22,20,14,17.0,16,36,11.0,15,13.0,6.0,1.0,11,16.0,3.0,13.0,5.0,3.0,0.0,8.0,4.0,2.0,10,0.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.13333333333333,5.35678391959799
099.txt,2629,20,485,66,15.0,62,61,29,18,9,13.0,7,39,17.0,20,18.0,5.0,2.0,7,15.0,5.0,8.0,15.0,1.0,2.0,8.0,7.0,4.0,17,2.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,131.45,5.420618556701031
100.txt,3532,29,699,87,11.0,68,69,29,29,17,19.0,27,52,26.0,29,47.0,5.0,9.0,22,59.0,4.0,7.0,14.0,1.0,2.0,10.0,7.0,7.0,19,1.0,0.0,11.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.79310344827586,5.052932761087267
101.txt,3449,26,660,49,13.0,92,70,57,57,21,26.0,12,53,15.0,26,18.0,11.0,6.0,13,25.0,2.0,11.0,7.0,0.0,1.0,17.0,16.0,8.0,16,1.0,2.0,7.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.65384615384616,5.225757575757576
102.txt,2688,24,550,60,6.0,77,53,27,11,11,19.0,19,44,12.0,24,31.0,8.0,2.0,12,42.0,10.0,7.0,3.0,0.0,2.0,11.0,9.0,7.0,23,0.0,2.0,6.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,4.887272727272728
103.txt,2276,17,418,25,10.0,49,49,38,36,13,19.0,7,32,14.0,17,8.0,5.0,2.0,13,9.0,4.0,11.0,14.0,3.0,2.0,7.0,3.0,3.0,11,3.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.88235294117646,5.444976076555024
104.txt,2847,22,545,96,7.0,69,50,28,13,14,19.0,11,45,17.0,22,13.0,9.0,10.0,18,25.0,6.0,10.0,8.0,0.0,1.0,9.0,9.0,6.0,12,1.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.4090909090909,5.223853211009175
105.txt,3244,24,609,44,13.0,62,71,38,50,15,20.0,28,48,14.0,24,15.0,8.0,14.0,25,38.0,2.0,8.0,11.0,0.0,2.0,11.0,9.0,0.0,14,0.0,1.0,6.0,3.0,4.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,135.16666666666666,5.3267651888341545
106.txt,2910,26,575,41,14.0,69,55,32,39,15,27.0,20,40,11.0,26,22.0,12.0,4.0,16,19.0,8.0,17.0,12.0,1.0,1.0,13.0,10.0,8.0,19,5.0,5.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.92307692307692,5.060869565217391
107.txt,2082,15,414,49,4.0,75,37,22,3,6,18.0,8,35,15.0,15,10.0,11.0,2.0,9,25.0,13.0,0.0,13.0,1.0,0.0,8.0,8.0,4.0,13,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.8,5.028985507246377
108.txt,1061,8,203,22,5.0,25,20,6,16,6,10.0,4,22,9.0,8,1.0,5.0,8.0,3,4.0,6.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,3,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.625,5.226600985221675
109.txt,1909,13,337,32,7.0,52,41,23,25,5,9.0,4,22,10.0,13,5.0,4.0,4.0,10,14.0,1.0,7.0,13.0,3.0,0.0,5.0,4.0,1.0,9,1.0,2.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,146.84615384615384,5.664688427299703
110.txt,2844,27,576,43,18.0,79,43,25,31,22,30.0,8,53,11.0,27,19.0,9.0,4.0,28,22.0,6.0,8.0,20.0,3.0,2.0,17.0,11.0,4.0,12,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.33333333333333,4.9375
111.txt,5426,53,1057,106,35.0,135,98,81,39,24,50.0,16,95,27.0,53,51.0,23.0,6.0,35,33.0,9.0,9.0,17.0,2.0,2.0,14.0,14.0,4.0,44,1.0,4.0,16.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102.37735849056604,5.1333964049195835
112.txt,2171,18,433,57,5.0,69,44,23,9,9,9.0,17,38,9.0,18,9.0,4.0,26.0,7,36.0,8.0,2.0,3.0,0.0,3.0,0.0,0.0,4.0,12,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.61111111111111,5.013856812933025
113.txt,1757,19,390,37,5.0,41,34,18,8,6,5.0,10,21,11.0,19,31.0,0.0,8.0,12,45.0,4.0,2.0,7.0,1.0,0.0,10.0,9.0,4.0,16,3.0,0.0,16.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.47368421052632,4.505128205128205
114.txt,1773,13,330,17,7.0,52,40,23,21,18,26.0,8,31,10.0,13,4.0,9.0,0.0,6,2.0,4.0,6.0,3.0,0.0,0.0,4.0,1.0,3.0,10,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.3846153846154,5.372727272727273
115.txt,3450,24,650,46,17.0,87,71,25,46,22,30.0,19,61,7.0,24,19.0,16.0,20.0,19,15.0,4.0,19.0,19.0,4.0,0.0,7.0,4.0,5.0,21,1.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.75,5.3076923076923075
116.txt,3024,21,592,42,9.0,77,57,32,23,18,30.0,22,52,12.0,21,27.0,12.0,6.0,22,26.0,6.0,9.0,16.0,1.0,0.0,15.0,15.0,3.0,23,2.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,5.108108108108108
117.txt,1538,15,315,35,10.0,38,35,11,5,8,15.0,2,38,8.0,15,18.0,4.0,3.0,8,14.0,3.0,6.0,2.0,0.0,5.0,7.0,4.0,2.0,10,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.53333333333333,4.882539682539683
118.txt,2497,20,479,22,8.0,60,51,20,44,16,23.0,14,46,11.0,20,18.0,9.0,5.0,18,17.0,3.0,13.0,14.0,1.0,3.0,7.0,4.0,3.0,19,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.85,5.21294363256785
119.txt,2798,21,539,67,3.0,63,47,36,24,13,10.0,12,52,17.0,21,14.0,4.0,10.0,28,39.0,3.0,1.0,5.0,0.0,0.0,15.0,10.0,1.0,17,2.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,133.23809523809524,5.191094619666048
120.txt,2255,18,453,58,12.0,57,30,24,8,13,22.0,13,42,15.0,18,29.0,15.0,2.0,11,27.0,10.0,3.0,3.0,0.0,0.0,7.0,7.0,5.0,12,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,125.27777777777777,4.977924944812362
121.txt,3247,28,630,62,13.0,71,71,41,43,13,15.0,14,55,13.0,28,15.0,4.0,20.0,22,24.0,0.0,12.0,26.0,6.0,1.0,13.0,12.0,4.0,23,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.96428571428571,5.153968253968254
122.txt,3393,27,665,68,11.0,73,76,32,48,20,37.0,15,51,19.0,27,14.0,18.0,9.0,20,20.0,2.0,13.0,14.0,2.0,4.0,15.0,13.0,8.0,25,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.66666666666667,5.102255639097744
123.txt,960,8,173,18,6.0,18,20,9,15,3,5.0,9,22,9.0,8,4.0,3.0,0.0,3,6.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,5.5491329479768785
124.txt,3508,22,712,93,10.0,89,87,27,32,12,17.0,12,61,17.0,22,19.0,4.0,13.0,33,49.0,8.0,6.0,23.0,1.0,1.0,16.0,15.0,3.0,23,2.0,1.0,7.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.45454545454547,4.926966292134831
125.txt,2214,19,436,41,7.0,48,43,23,15,9,17.0,22,42,12.0,19,22.0,12.0,3.0,14,23.0,2.0,8.0,7.0,0.0,0.0,9.0,6.0,6.0,17,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.52631578947368,5.077981651376147
126.txt,2682,25,528,64,15.0,61,44,30,17,20,20.0,11,48,13.0,25,19.0,7.0,8.0,11,32.0,6.0,3.0,8.0,2.0,1.0,9.0,8.0,4.0,20,2.0,2.0,8.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,107.28,5.079545454545454
127.txt,3625,27,692,59,15.0,101,65,37,46,22,33.0,12,49,18.0,27,20.0,12.0,22.0,20,35.0,6.0,4.0,17.0,4.0,1.0,9.0,9.0,3.0,24,2.0,2.0,9.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,134.25925925925927,5.238439306358382
128.txt,3712,31,710,56,12.0,109,69,48,42,24,27.0,16,54,26.0,31,16.0,6.0,13.0,21,31.0,7.0,11.0,16.0,5.0,3.0,12.0,11.0,8.0,21,0.0,1.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.74193548387096,5.228169014084507
129.txt,1378,10,241,29,5.0,30,25,22,17,6,10.0,10,20,6.0,10,7.0,3.0,3.0,1,10.0,3.0,6.0,4.0,0.0,0.0,1.0,1.0,3.0,4,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.8,5.717842323651452
130.txt,2637,22,505,33,13.0,80,48,37,32,16,20.0,14,45,18.0,22,3.0,7.0,14.0,14,10.0,9.0,12.0,8.0,2.0,0.0,12.0,6.0,3.0,10,1.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.86363636363636,5.221782178217822
131.txt,2161,14,390,45,1.0,49,49,17,29,11,9.0,17,41,11.0,14,12.0,1.0,7.0,14,22.0,1.0,5.0,10.0,1.0,1.0,3.0,2.0,1.0,9,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.35714285714286,5.541025641025641
132.txt,1959,14,363,19,7.0,52,30,10,23,16,17.0,11,34,8.0,14,11.0,6.0,7.0,10,17.0,3.0,6.0,20.0,3.0,1.0,8.0,7.0,2.0,12,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.92857142857142,5.396694214876033
133.txt,1685,15,335,35,5.0,47,45,13,12,5,9.0,7,39,5.0,15,13.0,4.0,4.0,9,13.0,3.0,9.0,4.0,0.0,1.0,8.0,8.0,3.0,7,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.33333333333333,5.029850746268656
134.txt,2638,20,521,37,12.0,68,50,27,27,11,27.0,9,52,15.0,20,23.0,15.0,4.0,21,18.0,0.0,10.0,16.0,0.0,3.0,10.0,9.0,1.0,21,3.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.9,5.063339731285988
135.txt,3516,29,681,92,13.0,63,72,37,36,15,26.0,24,54,11.0,29,24.0,11.0,15.0,22,27.0,2.0,12.0,14.0,1.0,0.0,10.0,9.0,7.0,34,2.0,3.0,6.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,121.24137931034483,5.1629955947136565
136.txt,2804,23,552,80,15.0,45,58,35,36,17,19.0,18,43,12.0,23,20.0,7.0,7.0,18,29.0,5.0,9.0,9.0,0.0,1.0,6.0,4.0,4.0,17,0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.91304347826087,5.079710144927536
137.txt,3514,27,676,74,8.0,78,86,35,43,19,31.0,22,53,17.0,27,14.0,12.0,14.0,31,35.0,2.0,8.0,17.0,2.0,0.0,7.0,5.0,4.0,17,1.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.14814814814815,5.1982248520710055
138.txt,2474,16,452,41,7.0,72,52,31,28,14,13.0,8,45,11.0,16,9.0,1.0,8.0,16,26.0,2.0,6.0,9.0,0.0,1.0,7.0,5.0,1.0,10,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.625,5.4734513274336285
