name,length,count_paragraphs,count_sentences,count_tokens,keywords
gpt_0.txt,1812,1,9,324,uk:election:terrorist:sir:ian:blair:threat:warning:attacks:terrorism
gpt_1.txt,2203,1,11,346,political:donations:cap:influence:may:watchdog:elections:parties:imposing:donors
gpt_10.txt,2145,1,16,387,howard:blair:leadership:direction:country:criticism:britain:conservative:leader:issues
gpt_100.txt,1570,1,9,270,police:csos:powers:officers:federation:community:decision:detain:detention:support
gpt_101.txt,2305,1,13,409,voters:party:labour:tories:election:campaign:blair:general:public:future
gpt_102.txt,611,1,4,108,political:tory:labour:clash:taxation:spending:howard:drama:unfolds:defector
gpt_103.txt,1885,1,13,344,erewash:political:election:one:interesting:former:robert:seat:upcoming:blackman
gpt_104.txt,2107,1,12,376,blair:justice:families:apology:miscarriage:wrongful:convictions:case:towards:long
gpt_105.txt,2397,1,15,406,government:budget:economic:brown:chancellor:election:economy:ally:giveaway:balls
gpt_106.txt,1558,1,7,250,cardinal:poverty:cormac:billions:spent:conflict:instead:issue:resources:prioritize
gpt_107.txt,2582,1,14,413,teachers:disruptive:students:behavior:schools:kelly:learning:proposal:environment:address
gpt_108.txt,877,1,5,142,talks:reforms:unions:national:strikes:pensions:dispute:prescott:public:sector
gpt_109.txt,389,1,2,69,charles:clarke:backbench:rebellion:id:cards:bill:faces:home:secretary
gpt_11.txt,1332,1,8,225,drinking:mcconnell:scotland:students:among:alcohol:first:minister:drink:recent
gpt_110.txt,2582,1,15,394,information:shredding:government:documents:act:public:transparency:accountability:official:freedom
gpt_111.txt,639,1,3,117,brown:chancellor:gordon:longest:serving:modern:times:despite:yet:achieving
gpt_112.txt,1897,1,11,326,individuals:lib:dems:vulnerable:believe:banks:financial:debt:problem:debts
gpt_113.txt,1411,1,7,240,howard:blair:self:defence:force:government:tory:leader:michael:tony
gpt_114.txt,2068,1,12,334,education:prime:minister:sailing:blair:promote:policies:school:party:bromsgrove
gpt_115.txt,2483,1,15,414,party:government:milburn:brown:labour:elections:election:within:reports:alan
gpt_116.txt,2159,1,11,368,government:mubanga:cases:british:guantanamo:bay:alleged:terror:detention:involvement
gpt_117.txt,1473,1,8,242,short:coalition:aid:efforts:tsunami:clare:nations:disaster:debate:un
gpt_118.txt,2077,1,13,357,tory:delegates:conference:party:election:general:final:need:change:labour
gpt_119.txt,2543,1,15,441,duchy:royal:income:officials:mps:private:senior:queen:prince:wales
gpt_12.txt,288,1,2,49,jowell:bill:tessa:gambling:critics:defends:secretary:state:culture:media
gpt_120.txt,804,1,9,137,abbas:palestinian:mr:mahmoud:attacks:israel:recent:condemns:leader:made
gpt_121.txt,866,1,5,151,brown:themes:new:labour:election:party:gordon:key:focus:campaign
gpt_122.txt,2501,1,13,416,asylum:party:immigration:system:conservative:howard:uk:plans:refugees:reforms
gpt_123.txt,779,1,5,140,labour:blair:party:tony:mood:spring:conference:gateshead:comeback:declared
gpt_124.txt,637,1,3,102,first:minister:report:decision:unguarded:visit:paranoid:schizophrenic:knife:attacker
gpt_125.txt,1752,1,11,292,brown:colonial:britain:past:chancellor:british:values:time:colonialism:legacy
gpt_126.txt,1884,1,10,305,posters:accusations:campaign:political:milburn:labour:election:parties:prejudice:chief
gpt_127.txt,1062,1,7,185,eu:fraud:funds:report:member:states:failing:irregularities:uk:national
gpt_128.txt,2163,1,13,355,evacuation:citizens:troops:ivory:coast:british:uk:safety:government:standby
gpt_129.txt,1895,1,13,330,monarchy:debate:succession:proposed:rules:changes:peers:throne:bill:argue
gpt_13.txt,1668,1,11,302,hunting:ban:fox:dogs:england:wales:animal:towards:welfare:opposition
gpt_130.txt,2166,1,12,348,ethnic:shortlists:representation:diversity:politics:rejection:labour:minority:minorities:debate
gpt_131.txt,1753,1,10,289,hospital:patients:healthcare:welsh:care:three:months:decision:waiting:provision
gpt_132.txt,1555,1,9,244,scottish:parliament:decision:gambling:westminster:potential:whether:uk:government:economic
gpt_133.txt,2239,1,17,390,pension:reforms:negotiations:unions:public:sector:find:sides:government:parties
gpt_134.txt,2660,1,15,419,safety:tuc:employees:health:concerns:workers:government:whistleblowers:measures:working
gpt_135.txt,2076,1,12,351,nuclear:preventing:etzioni:security:academic:us:uk:shift:terror:attacks
gpt_136.txt,464,1,3,80,military:scotland:army:regiments:future:chiefs:meet:decide:top:officials
gpt_137.txt,2135,1,14,360,majority:conservatives:election:party:howard:manifesto:feel:conservative:voters:leader
gpt_138.txt,1241,1,6,200,labour:tories:tax:spending:clash:political:budget:public:services:two
gpt_139.txt,1110,1,7,186,fishing:industry:uk:scotland:mps:trip:report:committee:fish:sector
gpt_14.txt,2492,1,16,406,agricultural:defra:future:government:leigh:report:potential:mr:industry:proactive
gpt_140.txt,901,1,5,131,government:councils:encampments:sites:travellers:unauthorised:find:address:illegal:settlements
gpt_141.txt,995,1,6,174,politics:teenagers:interest:lack:knowledge:survey:future:young:political:informed
gpt_142.txt,2527,1,15,435,debate:leaders:voters:televised:political:hansard:society:country:election:main
gpt_143.txt,2082,1,16,377,link:rail:borders:campaigners:reopening:rally:closure:tweedbank:region:transportation
gpt_144.txt,2018,1,12,363,merger:union:britain:unions:amicus:tgwu:would:could:labor:trade
gpt_145.txt,589,1,3,89,tagging:parents:refuse:contact:former:partners:allow:children:lord:falconer
gpt_146.txt,1500,1,9,257,liberal:democrats:election:tories:upcoming:general:set:party:michael:howard
gpt_147.txt,1355,1,9,240,blair:brown:political:aid:global:initiatives:focus:government:efforts:become
gpt_148.txt,2753,1,19,472,blair:public:strategy:political:concerns:debates:open:facing:televised:approach
gpt_149.txt,1749,1,12,308,brown:labour:chancellor:stability:election:government:economic:general:address:party
gpt_15.txt,2552,1,17,401,livingstone:investigation:standards:public:comments:board:officials:allegations:remarks:conduct
gpt_150.txt,2115,1,11,350,housing:liberal:democrats:affordable:proposal:new:homes:party:land:home
gpt_151.txt,596,1,3,94,care:elderly:despite:ministers:free:personal:costs:policy:stand:underestimation
gpt_152.txt,2454,1,17,414,public:service:civil:report:tuc:jobs:sector:cuts:cutting:services
gpt_153.txt,2793,1,16,464,terrorism:measures:new:uk:house:arrest:rights:government:security:decision
gpt_154.txt,2050,1,12,359,unions:merger:trade:union:workers:members:amicus:tgwu:merge:potential
gpt_155.txt,2575,1,12,402,digital:uk:internet:ict:trading:opportunities:firms:world:business:growth
gpt_156.txt,1572,1,11,269,economic:labour:future:country:campaign:brown:election:party:britain:poll
gpt_157.txt,2124,1,13,351,referendum:cost:uk:european:constitution:million:financial:debate:public:issue
gpt_158.txt,978,1,7,178,election:may:blair:general:announcement:date:tony:expected:prepares:make
gpt_159.txt,2800,1,18,455,birmingham:scandal:labour:process:power:democratic:councillors:election:electoral:political
gpt_16.txt,2125,1,14,382,hunting:supporters:hunt:ban:dogs:day:countryside:would:first:england
gpt_160.txt,2162,1,15,364,china:arms:embargo:human:rights:uk:relations:foreign:straw:lift
gpt_161.txt,2190,1,17,395,visit:one:four:guantanamo:bay:relative:men:families:britons:moazzam
gpt_162.txt,2484,1,12,411,study:women:mps:parliament:sexism:within:shocking:sexist:abuse:researchers
gpt_163.txt,2926,1,24,494,blunkett:resignation:public:tories:events:government:political:leading:david:must
gpt_164.txt,2899,1,17,452,immigration:blunkett:confusion:eu:political:new:measures:public:implications:uk
gpt_165.txt,2427,1,19,418,security:debate:measures:nation:political:national:politicians:politics:prime:minister
gpt_166.txt,2324,1,17,405,talks:reforms:public:unions:government:pension:sector:come:avoid:strikes
gpt_167.txt,2434,1,15,410,ban:hunting:dogs:animal:michael:alun:law:government:enforceable:step
gpt_168.txt,1998,1,14,370,blair:election:tories:lying:accusations:campaign:political:back:war:parties
gpt_169.txt,2058,1,14,334,pension:workers:strike:public:union:leaders:action:scheme:unions:outcome
gpt_17.txt,713,1,3,119,behaviour:government:special:combat:england:wales:areas:announces:expansion:help
gpt_170.txt,547,1,3,96,tax:cuts:howard:conservative:michael:cut:leader:party:proposed:future
gpt_171.txt,2138,1,14,368,wage:minimum:government:workers:economic:increase:inequality:businesses:million:improve
gpt_172.txt,2224,1,12,356,police:leaflets:address:leaflet:south:wales:among:community:hate:speech
gpt_173.txt,1194,1,8,209,posters:using:labour:howard:imagery:accused:images:political:jewish:mr
gpt_174.txt,2054,1,14,359,incident:political:public:uk:discourse:attack:politics:face:politicians:need
gpt_175.txt,693,1,5,125,hague:conservative:former:leader:william:leadership:party:decision:mr:rules
gpt_176.txt,1090,1,6,178,advice:iraq:war:legal:claims:government:tories:response:number:allegations
gpt_177.txt,2123,1,13,390,house:lords:speaker:boothroyd:chamber:reforming:upper:baroness:take:call
gpt_178.txt,1483,1,9,255,howard:labour:party:hain:tory:michael:speech:conference:public:conservative
gpt_179.txt,2414,1,15,395,sports:children:party:physical:training:policy:young:people:free:conservative
gpt_18.txt,783,1,5,136,tax:protests:outrage:council:hikes:increase:leads:mass:frustration:anger
gpt_180.txt,2430,1,14,407,house:lords:reform:baroness:boothroyd:speaker:chamber:call:upper:peers
gpt_181.txt,1171,1,7,196,livingstone:blair:tony:calls:ken:apology:jewish:community:words:apologise
gpt_182.txt,2369,1,13,416,uk:country:test:immigration:system:home:secretary:proposed:ensure:migrants
gpt_183.txt,1593,1,8,263,custody:deaths:committee:individuals:prevent:addressing:mps:peers:rights:issues
gpt_184.txt,2259,1,14,397,labour:voters:tax:manifesto:blair:party:plans:election:country:upcoming
gpt_185.txt,1388,1,8,232,kashmir:india:pakistan:bus:uk:link:two:decision:establish:across
gpt_186.txt,2228,1,12,377,anglers:bill:animal:fishermen:committee:welfare:could:prosecution:may:mps
gpt_187.txt,2035,1,12,356,blair:aid:world:debt:tony:global:double:oxfam:action:crucial
gpt_188.txt,2494,1,17,408,public:smoking:ban:health:scotland:places:areas:mcconnell:tobacco:comprehensive
gpt_189.txt,2457,1,14,409,id:howard:decision:card:plans:labour:cards:issue:shadow:cabinet
gpt_19.txt,2260,1,13,372,prison:system:compensation:within:scottish:executive:conditions:inmates:appeal:napier
gpt_190.txt,2764,1,19,483,budget:voters:parties:election:support:key:address:anticipated:brown:lead
gpt_191.txt,344,1,2,62,blair:tony:labour:party:prime:minister:wilson:becomes:historic:milestone
gpt_192.txt,2685,1,15,441,council:guidelines:revised:justice:proposal:guilty:cooperation:initial:sentencing:public
gpt_193.txt,2275,1,13,402,galloway:king:election:upcoming:party:british:politics:political:war:labour
gpt_194.txt,2382,1,17,423,trust:political:public:taxes:transparency:government:kennedy:people:concerns:lack
gpt_195.txt,2200,1,11,352,government:conservatives:quangos:units:public:plans:abolish:unnecessary:six:red
gpt_196.txt,1590,1,10,274,eu:embargo:china:us:decision:despite:move:lift:arms:objections
gpt_197.txt,2485,1,14,393,councils:funding:increase:government:taxes:levels:reasonable:assembly:setting:ensure
gpt_198.txt,2447,1,17,413,election:groups:lobby:pressure:general:ensure:policies:influence:issues:country
gpt_199.txt,2408,1,13,394,lord:woolf:uk:political:public:inquiries:judicial:clash:ministers:independence
gpt_2.txt,1261,1,7,214,kennedy:liberal:tour:party:voters:democrats:democrat:leader:charles:campaign
gpt_20.txt,2497,1,15,418,ballot:papers:referendum:missing:north:east:process:regional:assembly:voting
gpt_200.txt,2196,1,12,368,party:ukip:political:departure:former:uk:decision:chat:show:host
gpt_201.txt,2468,1,19,421,party:lord:archer:conservative:dr:fox:past:return:consider:accountability
gpt_202.txt,2034,1,13,352,rights:human:government:ruling:lords:without:laws:house:law:uk
gpt_203.txt,2023,1,11,343,party:manchester:conference:labour:decision:autumn:hold:blackpool:location:different
gpt_204.txt,2345,1,14,407,law:ban:hunting:dogs:legislation:animals:rights:controversy:new:banning
gpt_205.txt,2259,1,12,365,guidelines:intruders:individuals:homeowners:may:actions:new:legal:protecting:householders
gpt_206.txt,1774,1,9,282,legal:party:action:uk:independence:london:veritas:assembly:members:hockney
gpt_207.txt,2602,1,17,459,election:brown:chancellor:voters:supporters:vote:general:upcoming:labour:make
gpt_208.txt,1171,1,7,193,body:committee:mps:national:address:skills:shortages:key:subjects:science
gpt_209.txt,979,1,6,160,courses:government:adult:making:maths:literacy:order:attractive:report:engaging
gpt_21.txt,2167,1,12,373,workers:legislation:day:proposed:days:christmas:new:year:employees:bill
gpt_210.txt,1520,1,8,262,research:stem:cell:howard:support:politicians:michael:afraid:future:stance
gpt_211.txt,2290,1,15,383,new:rules:uk:government:immigration:marriage:living:approval:marriages:foreign
gpt_212.txt,1636,1,12,307,morris:political:dick:time:winner:politics:many:clinton:election:strategic
gpt_213.txt,954,1,7,169,blair:election:campaign:tories:uk:tory:tony:lying:former:war
gpt_214.txt,2100,1,12,356,campbell:political:outburst:incident:media:communication:public:politics:alastair:bbc
gpt_215.txt,1066,1,7,179,mock:vote:elections:initiative:young:people:schools:increase:take:government
gpt_216.txt,2904,1,20,506,pensioners:liberal:democrats:energy:winter:savings:party:individuals:weather:vulnerable
gpt_217.txt,2297,1,12,397,blair:personal:standing:election:issue:campaign:upcoming:general:voters:prime
gpt_218.txt,2268,1,13,387,kennedy:voters:liberal:democrats:charles:choice:election:different:approach:taxation
gpt_219.txt,1170,1,7,186,blunkett:personal:quinn:public:david:relationship:kimberly:life:belief:accountability
gpt_22.txt,2382,1,13,402,feud:blair:brown:uk:government:governance:howard:personal:damaging:mr
gpt_220.txt,1009,1,5,168,voters:turnout:kennedy:election:passion:upcoming:general:issues:charles:may
gpt_221.txt,2092,1,19,358,sayeed:health:mr:party:political:tory:resignation:constituency:departure:jonathan
gpt_222.txt,2704,1,14,432,ukip:party:candidates:bnp:candidate:resignation:incident:faced:political:parties
gpt_223.txt,2217,1,13,382,howard:mr:snooker:revelation:hall:conservative:leader:playing:politics:admission
gpt_224.txt,2830,1,19,509,party:lib:dems:local:election:council:voters:strong:areas:general
gpt_225.txt,1343,1,8,215,blair:conservative:spending:party:plans:economic:tony:former:labour:policies
gpt_226.txt,1946,1,12,324,political:youth:young:people:politics:engagement:leaders:interest:study:actively
gpt_227.txt,2770,1,13,448,aids:brown:vaccine:nations:funding:health:support:plan:epidemic:global
gpt_228.txt,1976,1,13,338,support:agency:child:government:johnson:csa:children:system:scrapping:warning
gpt_229.txt,1855,1,14,326,auschwitz:prince:edward:anniversary:jack:straw:camp:holocaust:let:foreign
gpt_23.txt,1755,1,12,315,labour:mps:seats:losing:fear:election:general:meeting:party:electoral
gpt_230.txt,1711,1,10,290,parties:older:voters:age:political:concern:election:votes:order:secure
gpt_231.txt,2939,1,18,488,uk:tsunami:africa:aid:victims:asian:efforts:blair:commitment:humanitarian
gpt_232.txt,2388,1,17,401,campaign:wyatt:election:labour:voters:conservatives:general:political:parties:need
gpt_233.txt,3367,1,19,570,government:civil:service:jobs:public:cut:others:cuts:spending:efficiency
gpt_234.txt,1723,1,10,307,labour:milburn:party:third:term:election:push:reforms:chief:alan
gpt_235.txt,1861,1,13,312,health:conservatives:plan:checks:uk:immigration:immigrants:general:election:system
gpt_236.txt,887,1,5,145,plans:house:arrest:without:trial:parliamentary:test:vote:government:proposed
gpt_237.txt,1950,1,11,334,council:tax:services:increase:local:scotland:authorities:essential:year:residents
gpt_238.txt,2236,1,14,363,orders:lord:government:control:terrorism:rights:falconer:measures:threat:suspects
gpt_239.txt,2449,1,15,427,party:howard:within:shadow:cabinet:id:cards:front:conservative:support
gpt_24.txt,689,1,4,115,lib:kennedy:lack:dem:leader:charles:tony:blair:trustworthiness:voters
gpt_240.txt,2325,1,12,394,party:liberal:democrats:stamp:duty:threshold:housing:market:buyers:raise
gpt_241.txt,917,1,7,156,children:england:first:commissioner:appointed:position:child:health:appointment:rights
gpt_242.txt,2513,1,17,421,sir:john:gieve:visa:civil:government:affair:role:david:blunkett
gpt_243.txt,2527,1,16,409,government:quangos:units:conservatives:public:plans:abolish:cut:red:tape
gpt_244.txt,2849,1,21,506,brown:girl:mr:memory:political:young:serves:haunting:gordon:devastating
gpt_245.txt,2103,1,14,340,brown:support:economic:government:freeze:petrol:duty:increases:report:council
gpt_246.txt,1948,1,11,319,kennedy:blair:liberal:voters:transparency:democrats:lack:party:government:honesty
gpt_247.txt,2308,1,14,385,protesters:incident:actions:house:debate:commons:individuals:behavior:disorderly:conduct
gpt_248.txt,186,1,1,31,ken:livingstone:urged:boris:johnson:stand:nazi:comment:tory:mp
gpt_249.txt,2188,1,14,364,howard:brown:budget:government:election:spending:pay:later:would:policies
gpt_25.txt,2014,1,12,331,nations:chancellor:debt:relief:brown:deal:affected:need:gordon:tsunami
gpt_250.txt,1642,1,8,280,children:government:uk:asylum:countries:albania:scheme:could:returning:seeker
gpt_251.txt,2189,1,12,376,attacks:mp:security:services:arson:welsh:meibion:glyndwr:wales:plaid
gpt_252.txt,608,1,3,96,calls:regulations:labour:conservatives:phone:individuals:marketing:continue:campaign:amid
gpt_253.txt,1606,1,11,288,political:blair:brown:promises:promise:dynamics:broken:tony:made:gordon
gpt_254.txt,568,1,3,101,party:robert:new:british:uk:launches:face:former:bbc:chat
gpt_255.txt,2576,1,16,420,government:lord:butler:public:blair:iraq:serves:war:political:ethical
gpt_256.txt,1331,1,9,219,murder:guilty:committee:mps:sentences:pleas:report:sentencing:guidelines:argue
gpt_257.txt,2381,1,19,417,eu:turkey:deal:blair:membership:towards:agreement:also:importance:tony
gpt_258.txt,2240,1,14,368,mcletchie:legal:political:firm:role:potential:conflicts:interest:politicians:david
gpt_259.txt,2197,1,13,383,expansion:airport:court:high:activists:challenge:plans:fight:government:case
gpt_26.txt,2690,1,15,468,jackson:party:conservative:labour:europe:decision:within:defect:political:defection
gpt_260.txt,1702,1,10,263,drinking:chief:police:potential:public:initiative:constable:change:hayman:significant
gpt_261.txt,1200,1,6,188,police:local:commissioners:conservatives:proposal:would:communities:system:electing:level
gpt_262.txt,2337,1,13,418,uk:brown:year:presidencies:world:goals:development:crucial:gordon:eu
gpt_263.txt,2393,1,13,414,party:flight:association:candidate:election:mr:local:conservative:political:howard
gpt_264.txt,2607,1,18,413,citizenship:government:ceremonies:sense:birthday:celebrations:inclusive:among:charles:clarke
gpt_265.txt,2221,1,24,425,political:leader:force:yet:tried:seemed:one:unstoppable:finished:reporter
gpt_266.txt,2136,1,13,355,mps:blackberries:chamber:commons:ban:speaker:michael:martin:parliament:use
gpt_267.txt,2349,1,14,381,police:powers:disorderly:new:chiefs:pubs:bars:clubs:behavior:fox
gpt_268.txt,587,1,3,98,party:lord:sainsbury:election:science:minister:donation:labour:general:funding
gpt_269.txt,1418,1,10,231,abortion:blair:political:issue:personal:tony:mr:individuals:debate:beliefs
gpt_27.txt,2410,1,13,418,four:uk:guantanamo:bay:return:britons:detainees:straw:government:held
gpt_270.txt,2483,1,15,437,political:older:voters:parties:election:age:concern:upcoming:demographic:concerns
gpt_271.txt,2611,1,17,444,political:blair:personal:attacks:howard:beliefs:politicians:commitment:rather:respect
gpt_272.txt,2229,1,14,361,mps:chamber:parliamentary:commons:speaker:blackberries:michael:martin:proceedings:could
gpt_273.txt,1563,1,8,258,blair:bush:world:strong:relationship:importance:global:issues:tony:continuing
gpt_274.txt,1165,1,6,201,foster:carers:government:care:minimum:allowance:payments:area:system:many
gpt_275.txt,681,1,5,108,home:blunkett:resignation:government:portfolios:david:secretary:office:leadership:highlights
gpt_276.txt,2799,1,16,465,soccer:fans:jamieson:government:exclusion:orders:sectarianism:behavior:scotland:bigoted
gpt_277.txt,2475,1,16,435,prince:harry:actions:apology:show:demonstrate:making:apologize:nazi:uniform
gpt_278.txt,2317,1,13,387,blair:political:bill:compromise:conservative:legislation:offer:tony:government:issue
gpt_279.txt,2681,1,15,435,political:parties:labour:party:donations:financial:figures:amount:received:support
gpt_28.txt,2753,1,20,465,transparency:public:economy:brown:government:liberal:democrats:call:trust:inspection
gpt_280.txt,1647,1,13,279,quangos:report:uk:taxpayers:accountability:public:money:lewis:british:efficiency
gpt_281.txt,2355,1,12,383,lord:chancellor:government:administration:appointed:courts:minister:judicial:towards:skills
gpt_282.txt,257,1,2,44,ukip:labour:liberal:democrats:european:elections:outspends:recent:uk:independence
gpt_283.txt,2452,1,15,394,truancy:kelly:students:attendance:parents:education:government:school:new:crackdown
gpt_284.txt,2610,1,20,451,mandelson:bbc:campbell:media:political:reporting:demonising:broadcaster:labour:tricks
gpt_285.txt,1004,1,6,164,staff:visa:processing:thoroughness:mps:lack:applications:report:application:efficiency
